"Our results through the end of the century are generated based on today’s existing property numbers, property values, and related data (Zillow 2017).",,,,,,,,,,,,,,
ZIP Codes are defined by US Census Bureau ZIP Code Tabulation Areas.,,,,,,,,,,,,,,
"In some cases, our underlying source datasets may not reflect all local features such as recently-constructed seawalls and locally-controlled levees. In those cases, the flood-mitigating effects of such structures may not be reflected in the projected degree of flooding.",,,,,,,,,,,,,,
Year,Projection,State,ZIP Code, Homes at Risk ,Value at Risk,Property Tax at Risk, Population currently housed in at risk homes , Total Homes ,Total Value,Total Property Tax, Total Population ,,,
2030,NCAH,NC,28571, 31 ,"$7,271,813","$51,897", 42 ," 4,304 ","$555,768,768","$4,042,647"," 2,585 ",,,
2030,NCAH,NC,28584, 60 ,"$20,493,223","$107,997", 108 ," 8,718 ","$1,834,505,371","$10,978,277"," 11,396 ",,,
2030,NCAH,NC,28582, 3 ,"$423,479","$1,981", 6 ," 1,314 ","$204,543,227","$982,231"," 1,588 ",,,
2030,NCAH,NC,28583, 1 ,"$38,516",$299, 2 , 378 ,"$18,436,874","$140,750", 281 ,,,
2030,NCAH,NC,28587, 4 ,"$531,001","$4,932", 7 , 368 ,"$26,456,891","$216,815", 369 ,,,
2030,NCAH,NC,28579, 12 ,"$2,864,846","$15,336", 23 , 522 ,"$65,557,564","$335,539", 622 ,,,
2030,NCAH,NC,28520, 1 ,"$149,015",$940, 1 , 478 ,"$46,347,795","$253,668", 327 ,,,
2030,NCAH,NC,28529, 1 ,"$122,114",$728, 2 ," 1,792 ","$149,951,301","$986,593"," 2,193 ",,,
2030,NCAH,NC,28531, 18 ,"$7,311,983","$33,642", 18 ," 1,643 ","$302,755,644","$1,347,167"," 1,207 ",,,
2030,NCAH,NC,28537, 59 ,"$3,188,079","$20,882", 53 , 303 ,"$15,527,581","$96,807", 137 ,,,
2030,NCAH,NC,27928, 16 ,"$790,042","$6,563", 32 ," 1,722 ","$134,973,205","$1,134,832"," 1,986 ",,,
2030,NCAH,NC,27935, 10 ,"$1,128,269","$8,033", 22 , 970 ,"$125,996,256","$633,452"," 1,698 ",,,
2030,NCAH,NC,27922, 1 ,"$167,182","$1,631", 2 , 782 ,"$102,379,471","$322,402"," 1,030 ",,,
2030,NCAH,NC,27947, 1 ,"$189,200","$1,023", 2 ," 1,422 ","$163,492,000","$655,014"," 1,230 ",,,
2030,NCAH,NC,27920, 1 ,"$234,200","$1,519", 2 ," 1,103 ","$947,243,600","$3,007,786"," 1,326 ",,,
2030,NCAH,NC,27921, 19 ,"$4,788,780","$33,788", 46 ," 3,055 ","$372,352,232","$2,851,012"," 4,805 ",,,
2030,NCAH,NC,27976, 29 ,"$5,027,407","$31,933", 73 ," 2,101 ","$264,257,631","$1,955,412"," 3,449 ",,,
2030,NCAH,NC,27959, 66 ,"$26,065,200","$148,892", 36 ," 6,227 ","$2,580,715,000","$14,366,646"," 2,789 ",,,
2030,NCAH,NC,27960, 51 ,"$20,063,731","$136,585", 49 , 3 ,"$792,341","$5,060", 948 ,,,
2030,NCAH,NC,27966, 1 ,"$480,000","$2,421", 2 ," 1,063 ","$146,590,300","$607,405"," 1,052 ",,,
2030,NCAH,NC,27953, 140 ,"$14,693,800","$80,697", 249 , 716 ,"$76,624,312","$372,715"," 1,021 ",,,
2030,NCAH,NC,27970, 3 ,"$123,000",$996, 6 ," 2,531 ","$249,150,030","$2,020,126"," 3,409 ",,,
2030,NCAH,NC,27972, 60 ,"$15,171,900","$97,330", 23 ," 1,081 ","$324,615,300","$1,966,557", 244 ,,,
2030,NCAH,NC,27973, 12 ,"$2,278,837","$12,481", 29 , 912 ,"$153,060,761","$640,948"," 1,323 ",,,
2030,NCAH,NC,27846, 5 ,"$256,930","$2,756", 11 ," 1,838 ","$124,717,724","$1,331,914"," 2,988 ",,,
2030,NCAH,NC,27817, 26 ,"$5,162,967","$35,827", 53 ," 3,783 ","$596,285,258","$3,303,472"," 7,358 ",,,
2030,NCAH,NC,27808, 29 ,"$9,410,078","$61,719", 43 ," 1,875 ","$338,945,434","$1,801,374"," 2,225 ",,,
2030,NCAH,NC,27814, 1 ,"$477,574","$3,257", 1 ," 1,022 ","$128,229,330","$667,179"," 1,676 ",,,
2030,NCAH,NC,28524, 7 ,"$971,451","$5,927", 11 , 423 ,"$44,452,426","$243,868", 426 ,,,
2030,NCAH,NC,28532, 1 ,"$285,180","$3,257", 2 ," 8,851 ","$1,755,045,976","$10,545,717"," 23,320 ",,,
2030,NCAH,NC,27932, 57 ,"$15,234,620","$130,492", 113 ," 10,767 ","$1,213,626,983","$8,771,665"," 12,562 ",,,
2030,NCAH,NC,27924, 1 ,"$2,621",$22, 2 ," 3,094 ","$189,110,081","$1,225,212"," 3,140 ",,,
2030,NCAH,NC,28594, 20 ,"$10,857,137","$34,695", 11 ," 7,415 ","$2,664,535,176","$8,278,321"," 3,655 ",,,
2030,NCAH,NC,27950, 32 ,"$6,984,100","$33,252", 71 ," 1,233 ","$183,947,400","$851,383"," 2,006 ",,,
2030,NCAH,NC,28589, 7 ,"$816,867","$4,792", 13 , 157 ,"$17,457,762","$91,032", 180 ,,,
2030,NCAH,NC,27980, 6 ,"$376,090","$2,065", 12 ," 1,746 ","$152,253,374","$887,250"," 2,182 ",,,
2030,NCAH,NC,27939, 69 ,"$7,349,000","$41,105", 127 ," 1,893 ","$210,355,800","$991,010"," 2,361 ",,,
2030,NCAH,NC,27919, 1 ,"$23,800",$151, 2 ," 1,020 ","$56,017,965","$348,154"," 1,130 ",,,
2030,NCAH,NC,28510, 5 ,"$783,787","$5,234", 7 ," 2,342 ","$255,224,459","$1,773,358"," 1,502 ",,,
2030,NCAH,NC,28460, 293 ,"$70,778,370","$730,222", 359 ," 10,572 ","$1,849,779,275","$15,263,908"," 7,652 ",,,
2030,NCAH,NC,28470, 9 ,"$2,773,270","$15,642", 15 ," 11,443 ","$1,374,020,554","$8,501,526"," 10,644 ",,,
2030,NCAH,NC,28546, 17 ,"$5,102,910","$34,724", 42 ," 17,213 ","$3,420,982,693","$32,340,388"," 42,696 ",,,
2030,NCAH,NC,27818, 1 ,"$205,435","$2,004", 2 , 918 ,"$76,855,850","$533,226"," 1,344 ",,,
2030,NCAH,NC,28469, 181 ,"$65,642,660","$340,867", 143 ," 12,809 ","$2,868,639,966","$14,581,153"," 5,839 ",,,
2030,NCAH,OR,97365, 3 ,"$201,280","$4,198", 5 ," 7,934 ","$1,754,543,610","$22,974,148"," 10,744 ",,,
2030,NCAH,OR,97141, 7 ,"$1,560,130","$14,482", 14 ," 9,075 ","$1,861,844,058","$14,283,597"," 13,140 ",,,
2030,NCAH,OR,97420, 106 ,"$15,272,592","$155,247", 223 ," 16,362 ","$2,795,182,857","$32,148,564"," 27,473 ",,,
2030,NCAH,OR,97103, 44 ,"$9,479,077","$92,612", 89 ," 11,048 ","$2,278,540,980","$19,619,868"," 16,859 ",,,
2030,NCAH,OR,97368, 1 ,"$280,790","$2,499", 2 ," 3,258 ","$428,317,550","$4,000,980"," 3,435 ",,,
2030,NCAH,OR,97112, 2 ,"$413,680","$2,950", 3 ," 2,304 ","$364,587,160","$2,679,689"," 1,901 ",,,
2030,NCAH,OR,97439, 12 ,"$1,833,644","$12,909", 19 ," 12,855 ","$2,368,581,416","$21,130,155"," 14,343 ",,,
2030,NCAH,OR,97016, 22 ,"$3,705,403","$28,989", 46 ," 4,383 ","$1,010,762,641","$6,917,855"," 6,083 ",,,
2030,NCAH,OR,97131, 5 ,"$1,963,490","$19,549", 7 ," 3,431 ","$744,775,163","$5,776,118"," 2,498 ",,,
2030,NCAH,OR,97138, 11 ,"$5,243,991","$44,559", 15 ," 9,551 ","$2,551,319,981","$21,886,008"," 10,021 ",,,
2030,NCAH,OR,97147, 2 ,"$477,620","$4,111", 3 , 512 ,"$67,979,260","$691,641", 408 ,,,
2030,NCAH,OR,97391, 10 ,"$1,880,090","$19,719", 23 ," 3,533 ","$600,339,220","$6,722,605"," 5,344 ",,,
2030,NCAH,OR,97394, 20 ,"$3,011,490","$39,646", 28 ," 4,949 ","$778,064,560","$9,087,397"," 4,643 ",,,
2030,NCAH,OR,97367, 10 ,"$2,375,300","$22,319", 12 ," 10,915 ","$2,398,223,780","$29,304,990"," 9,416 ",,,
2030,NCAH,OR,97444, 1 ,"$271,960","$2,431", 2 ," 4,647 ","$743,241,980","$6,535,978"," 5,181 ",,,
2030,NCAH,OR,97459, 12 ,"$1,466,970","$10,483", 25 ," 8,226 ","$1,455,794,134","$13,409,088"," 14,096 ",,,
2030,NCAH,OR,97467, 12 ,"$1,341,835","$15,395", 22 ," 4,126 ","$595,016,245","$5,591,009"," 5,339 ",,,
2030,NCAH,OR,97366, 3 ,"$1,079,400","$13,857", 4 ," 1,737 ","$522,199,440","$4,152,574"," 1,460 ",,,
2030,NCAH,OR,97231, 1 ,"$15,430",$189, 2 ," 3,363 ","$1,029,160,385","$11,976,197"," 4,280 ",,,
2030,NCAH,OR,97014, 1 ,"$2,270",$26, 2 , 211 ,"$1,672,881,350","$136,126"," 1,288 ",,,
2030,NCAH,OR,97411, 1 ,"$448,120","$4,059", 2 ," 7,016 ","$1,440,588,583","$8,653,722"," 6,953 ",,,
2030,NCAH,OR,97146, 361 ,"$51,930,064","$434,706", 732 ," 4,865 ","$1,161,884,483","$7,657,765"," 5,905 ",,,
2030,NCAH,OR,97121, 27 ,"$4,813,900","$36,392", 59 , 996 ,"$148,180,626","$1,108,268"," 1,383 ",,,
2030,NCAH,OR,97102, 1 ,"$880,864","$6,000", 0 , 737 ,"$306,267,618","$2,092,950", 205 ,,,
2030,NCAH,OR,97149, 1 ,"$176,940","$1,722", 1 ," 1,824 ","$482,156,860","$3,982,130", 574 ,,,
2030,NCAH,OR,97136, 1 ,"$334,810","$1,803", 1 ," 4,809 ","$744,268,580","$5,653,109"," 1,761 ",,,
2030,NCAH,PA,19021, 7 ,"$892,000","$25,534", 18 ," 3,593 ","$500,054,182","$17,914,029"," 10,074 ",,,
2030,NCAH,PA,19007, 2 ,"$389,091","$11,138", 5 ," 7,558 ","$1,024,802,000","$43,724,993"," 21,125 ",,,
2030,NCAH,PA,19029, 50 ,"$7,383,079","$25,758", 111 ," 1,941 ","$220,084,571","$2,238,556"," 3,971 ",,,
2030,NCAH,PA,19153, 56 ,"$6,240,300","$109,527", 124 ," 4,387 ","$2,213,926,400","$16,828,772"," 12,259 ",,,
2030,NCAH,PA,19020, 3 ,"$591,182","$10,635", 7 ," 15,743 ","$3,342,913,182","$109,242,865"," 55,493 ",,,
2030,NCAH,PA,19067, 1 ,"$556,364","$12,223", 2 ," 19,461 ","$5,453,588,818","$134,092,759"," 51,334 ",,,
2030,NCAH,PA,19078, 5 ,"$571,246","$3,977", 11 ," 3,916 ","$658,154,746","$2,998,600"," 11,067 ",,,
2030,NCAH,PA,19013, 7 ,"$720,803","$2,430", 16 ," 14,225 ","$626,687,533","$4,945,733"," 35,130 ",,,
2030,NCAH,PA,19113, 7 ,"$855,508","$2,889", 17 , 103 ,"$8,249,361","$300,705", 120 ,,,
2030,NCAH,RI,02837, 2 ,"$3,990,000","$22,623", 3 , 7 ,"$3,005,400","$26,087"," 3,492 ",,,
2030,NCAH,RI,02837, 2 ,"$3,990,000","$22,623", 3 ," 3,354 ","$1,692,062,600","$11,189,606"," 3,492 ",,,
2030,NCAH,RI,02840, 10 ,"$25,256,300","$324,336", 17 ," 10,050 ","$4,597,828,860","$64,587,863"," 23,335 ",,,
2030,NCAH,RI,02915, 2 ,"$491,100","$10,932", 4 ," 5,923 ","$1,092,810,336","$29,709,343"," 16,897 ",,,
2030,NCAH,RI,02891, 77 ,"$96,438,800","$1,126,404", 137 ," 12,460 ","$4,741,312,400","$64,565,633"," 21,198 ",,,
2030,NCAH,RI,02885, 8 ,"$3,013,800","$59,417", 16 ," 4,611 ","$886,138,700","$23,772,144"," 10,627 ",,,
2030,NCAH,RI,02835, 4 ,"$3,954,000","$33,926", 7 ," 3,598 ","$1,965,040,809","$18,256,190"," 5,405 ",,,
2030,NCAH,RI,02886, 4 ,"$1,202,300","$24,335", 8 ," 13,592 ","$2,233,954,424","$85,097,950"," 29,269 ",,,
2030,NCAH,RI,02871, 22 ,"$4,887,200","$78,197", 47 ," 8,208 ","$2,511,314,300","$46,236,946"," 17,171 ",,,
2030,NCAH,RI,02809, 27 ,"$12,625,550","$190,153", 58 ," 9,207 ","$2,299,859,565","$41,348,443"," 22,938 ",,,
2030,NCAH,RI,02818, 2 ,"$917,000","$18,560", 4 ," 7,771 ","$2,479,759,254","$70,359,762"," 18,082 ",,,
2030,NCAH,RI,02882, 46 ,"$30,672,200","$309,176", 75 ," 11,258 ","$3,718,713,380","$42,891,082"," 14,184 ",,,
2030,NCAH,RI,02852, 5 ,"$2,063,900","$37,273", 11 ," 9,515 ","$2,435,974,510","$54,363,413"," 22,551 ",,,
2030,NCAH,RI,02879, 115 ,"$58,380,200","$790,546", 206 ," 11,138 ","$3,220,960,000","$55,445,936"," 20,371 ",,,
2030,NCAH,RI,02874, 1 ,"$704,400","$12,721", 2 ," 2,754 ","$957,678,840","$16,088,170"," 5,860 ",,,
2030,NCAH,RI,02905, 4 ,"$1,755,000","$39,400", 10 ," 7,626 ","$1,012,175,700","$37,149,698"," 25,223 ",,,
2030,NCAH,RI,02806, 18 ,"$10,576,900","$195,143", 46 ," 6,580 ","$2,675,222,813","$52,374,581"," 16,310 ",,,
2030,NCAH,RI,02888, 3 ,"$1,162,200","$23,523", 7 ," 9,900 ","$1,375,588,800","$39,146,206"," 19,912 ",,,
2030,NCAH,RI,02914, 1 ,"$235,500","$5,242", 2 ," 6,905 ","$1,100,162,300","$35,260,061"," 21,963 ",,,
2030,NCAH,RI,02813, 32 ,"$28,603,900","$294,375", 48 ," 6,397 ","$2,129,151,700","$23,532,033"," 7,831 ",,,
2030,NCAH,RI,02893, 1 ,"$299,900","$11,177", 2 ," 10,939 ","$1,531,922,031","$52,523,792"," 29,630 ",,,
2030,NCAH,RI,02889, 11 ,"$2,800,000","$56,671", 25 ," 14,757 ","$2,041,763,500","$47,373,492"," 28,217 ",,,
2030,NCAH,RI,02910, 1 ,"$132,200","$2,968", 2 ," 9,149 ","$1,128,871,200","$33,356,394"," 21,000 ",,,
2030,NCAH,RI,02878, 21 ,"$8,629,800","$165,174", 44 ," 8,145 ","$1,622,900,200","$35,415,887"," 15,780 ",,,
2030,NCAH,RI,02872, 2 ,"$670,200","$10,723", 1 , 532 ,"$73,597,100","$1,253,896", 218 ,,,
2030,NCAH,SC,29450, 18 ,"$2,605,200","$27,556", 42 ," 1,911 ","$281,967,422","$1,573,188"," 3,105 ",,,
2030,NCAH,SC,29510, 1 ,"$189,200","$1,180", 2 ," 9,581 ","$1,054,284,320","$7,444,058"," 11,060 ",,,
2030,NCAH,SC,29927, 8 ,"$2,216,500","$32,880", 19 ," 6,472 ","$831,421,320","$10,651,074"," 8,237 ",,,
2030,NCAH,SC,29940, 31 ,"$6,555,300","$24,331", 69 ," 3,473 ","$475,630,800","$2,508,107"," 3,967 ",,,
2030,NCAH,SC,29446, 19 ,"$3,811,900","$21,451", 33 ," 1,450 ","$325,254,234","$250,090"," 1,138 ",,,
2030,NCAH,SC,29455, 421 ,"$279,464,262","$2,480,519", 654 ," 19,783 ","$9,617,328,019","$91,810,462"," 20,478 ",,,
2030,NCAH,SC,29461, 9 ,"$4,243,400","$17,987", 21 ," 18,285 ","$2,928,146,100","$20,161,992"," 30,141 ",,,
2030,NCAH,SC,29936, 14 ,"$2,786,600","$32,907", 31 ," 10,177 ","$1,071,340,485","$10,214,475"," 13,354 ",,,
2030,NCAH,SC,29526, 22 ,"$3,127,990","$13,528", 47 ," 23,964 ","$3,736,077,799","$8,881,573"," 39,033 ",,,
2030,NCAH,SC,29440, 176 ,"$95,517,100","$856,780", 374 ," 21,638 ","$3,479,778,018","$24,601,005"," 28,469 ",,,
2030,NCAH,SC,29902, 99 ,"$34,066,400","$255,521", 203 ," 7,229 ","$1,719,550,839","$12,492,582"," 14,779 ",,,
2030,NCAH,SC,29527, 44 ,"$8,794,560","$38,034", 99 ," 12,838 ","$1,219,309,862","$3,817,248"," 22,027 ",,,
2030,NCAH,SC,29452, 7 ,"$424,100","$2,387", 15 , 293 ,"$26,780,290","$40,786", 394 ,,,
2030,NCAH,SC,29488, 22 ,"$2,680,050","$15,081", 49 ," 16,104 ","$1,477,556,817","$3,731,847"," 22,220 ",,,
2030,NCAH,SC,29405, 45 ,"$11,160,597","$90,356", 96 ," 11,723 ","$1,638,394,965","$21,535,498"," 26,328 ",,,
2030,NCAH,SC,29907, 114 ,"$37,083,000","$230,301", 268 ," 8,233 ","$1,749,312,322","$10,205,880"," 12,570 ",,,
2030,NCAH,SC,29910, 61 ,"$26,989,200","$209,593", 142 ," 21,102 ","$5,310,971,500","$43,234,772"," 33,954 ",,,
2030,NCAH,SC,29945, 8 ,"$5,923,200","$37,205", 17 ," 4,553 ","$377,272,763","$1,400,952"," 4,841 ",,,
2030,NCAH,SC,29576, 223 ,"$77,138,380","$583,346", 290 ," 22,772 ","$4,781,975,867","$27,436,353"," 24,446 ",,,
2030,NCAH,SC,29464, 219 ,"$83,557,781","$489,186", 447 ," 21,050 ","$10,469,718,636","$77,086,126"," 43,649 ",,,
2030,NCAH,SC,29439, 185 ,"$81,805,125","$676,090", 198 ," 2,109 ","$1,030,681,184","$10,329,589"," 2,399 ",,,
2030,NCAH,SC,29438, 611 ,"$227,776,185","$1,368,443", 422 ," 5,515 ","$1,395,828,158","$9,292,207"," 2,408 ",,,
2030,NCAH,SC,29585, 262 ,"$223,633,300","$2,346,507", 341 ," 14,325 ","$4,383,245,329","$38,783,411"," 13,606 ",,,
2030,NCAH,SC,29909, 133 ,"$56,067,200","$336,293", 214 ," 12,925 ","$3,403,360,230","$21,282,233"," 16,394 ",,,
2030,NCAH,SC,29403, 61 ,"$74,040,315","$1,092,340", 114 ," 8,132 ","$3,431,416,651","$36,712,115"," 20,818 ",,,
2030,NCAH,SC,29458, 16 ,"$5,224,866","$37,567", 31 ," 2,441 ","$250,225,922","$2,369,793"," 2,713 ",,,
2030,NCAH,SC,29582, 271 ,"$76,945,020","$332,765", 141 ," 28,282 ","$5,990,761,308","$21,723,970"," 14,622 ",,,
2030,NCAH,SC,29588, 63 ,"$16,676,700","$72,122", 131 ," 19,949 ","$3,036,430,038","$10,334,623"," 36,499 ",,,
2030,NCAH,SC,29941, 8 ,"$11,455,800","$93,359", 11 , 567 ,"$351,740,800","$2,854,950", 497 ,,,
2030,NCAH,SC,29572, 8 ,"$2,669,000","$11,543", 4 ," 13,034 ","$3,359,269,114","$11,671,672"," 7,893 ",,,
2030,NCAH,SC,29928, 836 ,"$418,362,600","$3,844,836", 590 ," 23,165 ","$11,360,099,975","$110,537,942"," 16,110 ",,,
2030,NCAH,SC,29449, 49 ,"$18,917,279","$173,915", 107 ," 5,322 ","$820,217,100","$6,727,419"," 7,749 ",,,
2030,NCAH,SC,29470, 9 ,"$3,449,800","$26,262", 22 ," 2,846 ","$360,001,718","$3,267,337"," 4,232 ",,,
2030,NCAH,SC,29566, 13 ,"$4,382,010","$18,951", 19 ," 12,716 ","$1,878,460,030","$6,142,243"," 15,179 ",,,
2030,NCAH,SC,29485, 5 ,"$1,371,977","$9,610", 12 ," 19,459 ","$3,322,358,772","$18,844,273"," 45,057 ",,,
2030,NCAH,SC,29492, 32 ,"$23,135,400","$152,536", 66 ," 7,446 ","$3,802,202,500","$32,639,293"," 10,262 ",,,
2030,NCAH,SC,29410, 15 ,"$2,221,500","$19,792", 34 ," 6,241 ","$1,401,360,847","$12,242,202"," 17,816 ",,,
2030,NCAH,SC,29412, 90 ,"$32,688,529","$218,868", 186 ," 17,898 ","$4,822,554,689","$40,757,888"," 35,850 ",,,
2030,NCAH,SC,29414, 45 ,"$12,687,700","$82,163", 92 ," 14,543 ","$3,753,984,343","$34,479,544"," 31,883 ",,,
2030,NCAH,SC,29429, 5 ,"$2,701,070","$14,228", 11 ," 2,228 ","$505,763,669","$3,948,408"," 2,737 ",,,
2030,NCAH,SC,29418, 7 ,"$2,729,975","$19,124", 15 ," 8,526 ","$1,981,961,574","$23,692,348"," 23,540 ",,,
2030,NCAH,SC,29926, 101 ,"$40,862,700","$261,590", 195 ," 14,846 ","$5,119,925,217","$37,295,492"," 23,742 ",,,
2030,NCAH,SC,29426, 2 ,"$343,380","$1,762", 4 ," 1,134 ","$74,948,536","$932,862"," 1,741 ",,,
2030,NCAH,SC,29407, 146 ,"$42,331,980","$310,854", 290 ," 13,765 ","$4,239,460,745","$42,085,506"," 34,827 ",,,
2030,NCAH,SC,29451, 82 ,"$56,730,138","$563,271", 78 ," 5,332 ","$3,701,788,274","$34,427,215"," 4,205 ",,,
2030,NCAH,SC,29420, 1 ,"$795,068","$5,569", 3 ," 8,735 ","$1,579,608,723","$11,352,243"," 21,834 ",,,
2030,NCAH,SC,29482, 28 ,"$46,525,830","$320,084", 48 ," 1,124 ","$1,445,592,701","$11,125,260"," 1,791 ",,,
2030,NCAH,SC,29920, 279 ,"$99,596,300","$731,026", 379 ," 12,590 ","$2,205,084,141","$18,182,610"," 9,481 ",,,
2030,NCAH,SC,29915, 2 ,"$1,070,800","$7,699", 1 ," 2,388 ","$354,164,100","$5,131,196", 416 ,,,
2030,NCAH,SC,29906, 195 ,"$36,035,400","$203,213", 467 ," 10,385 ","$1,412,978,900","$10,297,464"," 21,765 ",,,
2030,NCAH,SC,29406, 1 ,"$65,000",$475, 2 ," 8,796 ","$2,572,922,025","$35,417,788"," 29,314 ",,,
2030,NCAH,SC,29487, 5 ,"$2,575,379","$25,290", 10 ," 2,215 ","$490,306,473","$3,831,511"," 2,725 ",,,
2030,NCAH,SC,29466, 108 ,"$77,522,469","$381,341", 270 ," 14,622 ","$5,490,993,229","$34,690,033"," 28,725 ",,,
2030,NCAH,SC,29401, 544 ,"$490,626,900","$3,701,934", 837 ," 5,344 ","$6,087,365,858","$62,740,833"," 10,895 ",,,
2030,NCAH,TX,77414, 135 ,"$13,122,703","$194,364", 258 ," 16,801 ","$1,545,770,755","$14,445,527"," 23,047 ",,,
2030,NCAH,TX,77422, 15 ,"$1,725,750","$19,400", 34 ," 8,088 ","$765,864,977","$8,530,171"," 13,933 ",,,
2030,NCAH,TX,77983, 6 ,"$532,200","$6,014", 10 ," 2,239 ","$169,678,822","$1,339,774"," 2,209 ",,,
2030,NCAH,TX,77541, 953 ,"$155,731,715","$2,873,750"," 1,953 "," 12,356 ","$3,706,496,823","$56,979,157"," 17,412 ",,,
2030,NCAH,TX,77662, 1 ,"$43,060",$480, 2 ," 14,606 ","$975,062,697","$16,137,006"," 27,035 ",,,
2030,NCAH,TX,77979, 4 ,"$298,690","$3,375", 9 ," 8,959 ","$1,157,555,868","$6,637,622"," 17,144 ",,,
2030,NCAH,TX,77982, 18 ,"$3,971,500","$44,878", 13 ," 1,713 ","$224,636,332","$2,161,753"," 1,253 ",,,
2030,NCAH,TX,77465, 14 ,"$952,700","$13,921", 27 ," 7,138 ","$522,428,729","$4,098,395"," 7,161 ",,,
2030,NCAH,TX,77514, 20 ,"$1,039,890","$15,654", 44 ," 5,215 ","$280,002,069","$3,659,211"," 4,942 ",,,
2030,NCAH,TX,77515, 16 ,"$5,822,400","$91,389", 40 ," 17,138 ","$1,806,898,091","$28,546,162"," 30,309 ",,,
2030,NCAH,TX,77523, 10 ,"$1,363,000","$25,442", 28 ," 9,500 ","$1,473,674,713","$10,750,091"," 17,031 ",,,
2030,NCAH,TX,78382, 487 ,"$96,320,027","$1,144,136", 700 ," 20,925 ","$2,787,111,934","$24,710,756"," 19,364 ",,,
2030,NCAH,TX,77535, 1 ,"$40,880",$268, 3 ," 17,550 ","$1,455,849,042","$15,600,614"," 31,295 ",,,
2030,NCAH,TX,77705, 42 ,"$2,654,760","$32,418", 98 ," 16,654 ","$1,240,240,347","$20,981,822"," 40,475 ",,,
2030,NCAH,TX,77551, 41 ,"$5,655,620","$95,282", 66 ," 7,875 ","$1,577,748,485","$25,575,512"," 17,753 ",,,
2030,NCAH,TX,78362, 41 ,"$7,014,462","$77,725", 99 ," 4,366 ","$570,957,473","$7,747,000"," 9,447 ",,,
2030,NCAH,TX,77565, 55 ,"$20,289,160","$142,467", 109 ," 3,790 ","$942,439,930","$7,605,480"," 5,790 ",,,
2030,NCAH,TX,77457, 13 ,"$1,446,930","$21,431", 8 ," 1,586 ","$166,138,353","$1,975,520", 651 ,,,
2030,NCAH,TX,77642, 1 ,"$48,140",$565, 2 ," 13,298 ","$1,161,394,474","$24,177,543"," 37,111 ",,,
2030,NCAH,TX,77530, 11 ,"$363,508","$6,962", 35 ," 10,857 ","$1,586,656,680","$31,070,126"," 31,086 ",,,
2030,NCAH,TX,77586, 258 ,"$33,076,436","$604,282", 565 ," 9,136 ","$2,575,638,971","$44,797,594"," 20,970 ",,,
2030,NCAH,TX,78390, 8 ,"$1,014,760","$12,054", 20 ," 3,794 ","$394,451,468","$3,440,570"," 5,616 ",,,
2030,NCAH,TX,78418, 177 ,"$34,946,921","$436,900", 358 ," 17,524 ","$3,290,023,812","$54,876,865"," 29,854 ",,,
2030,NCAH,TX,77611, 4 ,"$559,764","$9,885", 9 ," 4,555 ","$498,535,192","$8,351,168"," 8,219 ",,,
2030,NCAH,TX,77655, 64 ,"$3,167,891","$37,987", 127 , 362 ,"$33,987,263","$547,732", 356 ,,,
2030,NCAH,TX,78402, 1 ,"$541,283","$9,182", 1 ," 1,219 ","$144,033,577","$2,273,907", 536 ,,,
2030,NCAH,TX,77597, 1 ,"$83,880","$1,514", 2 ," 1,040 ","$49,323,320","$699,167", 777 ,,,
2030,NCAH,TX,77573, 11 ,"$16,201,180","$176,347", 29 ," 30,847 ","$7,942,792,374","$75,737,609"," 71,580 ",,,
2030,NCAH,TX,78336, 2 ,"$730,423","$11,159", 4 ," 8,621 ","$855,985,114","$11,679,506"," 11,949 ",,,
2030,NCAH,TX,78340, 3 ,"$269,360","$3,263", 4 ," 1,095 ","$42,486,080","$237,919", 379 ,,,
2030,NCAH,TX,78373, 10 ,"$1,524,613","$14,967", 8 ," 7,552 ","$2,438,344,274","$34,551,557"," 3,585 ",,,
2030,NCAH,TX,78379, 4 ,"$824,850","$14,333", 7 , 417 ,"$48,158,551","$649,672"," 1,585 ",,,
2030,NCAH,TX,78578, 284 ,"$45,260,642","$799,839", 562 ," 6,531 ","$765,287,635","$14,209,238"," 12,516 ",,,
2030,NCAH,TX,77518, 1 ,"$277,990","$7,443", 3 ," 4,682 ","$332,793,764","$6,162,395"," 8,673 ",,,
2030,NCAH,TX,77520, 17 ,"$5,193,378","$87,835", 43 ," 14,406 ","$1,337,636,626","$27,293,629"," 36,489 ",,,
2030,NCAH,TX,77521, 1 ,"$416,525","$5,598", 3 ," 18,893 ","$6,519,846,110","$124,487,443"," 49,507 ",,,
2030,NCAH,TX,77015, 1 ,"$36,597",$784, 3 ," 15,480 ","$3,654,834,145","$65,315,839"," 53,621 ",,,
2030,NCAH,TX,78597, 14 ,"$4,372,642","$77,742", 6 ," 8,616 ","$2,534,083,757","$48,473,734"," 2,885 ",,,
2030,NCAH,TX,77562, 5 ,"$114,277",$607, 13 ," 5,392 ","$437,190,462","$6,659,072"," 10,459 ",,,
2030,NCAH,TX,77563, 669 ,"$119,864,930","$1,414,745"," 1,377 "," 7,179 ","$669,487,472","$9,947,942"," 9,103 ",,,
2030,NCAH,TX,77568, 49 ,"$11,985,330","$133,007", 113 ," 7,967 ","$765,437,767","$10,107,830"," 14,308 ",,,
2030,NCAH,TX,77539, 89 ,"$18,585,550","$380,401", 221 ," 20,807 ","$2,589,757,969","$53,143,992"," 38,806 ",,,
